NOM	ADREÇA	DISTRICTE	C. P.	POBLACIO	PAIS	Telèfon 1	Telèfon 2	WEB	E-MAIL	INFO EXTRA 1	INFO EXTRA 2	INFO EXTRA 3
Bar Restaurant Martí	Carrer Consell de Cent 38	Sants-Montjuïc	08014	BARCELONA	ESPANYA	+34 933257515						
Restaurant Xinès Castell	Via Laietana 59	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 934126230						
Restaurant Kuletos	Carrer Doctor Trueta 220	Sant Martí	08005	BARCELONA	ESPANYA	+34 932252113	+34 932254394			+34 932254394		
Restaurant Petit París	Carrer París 196	Eixample	08036	BARCELONA	ESPANYA	+34 932182678	+34 932175943					
Restaurant Amigó	Carrer Tamarit 181 bxs	Eixample	08011	BARCELONA	ESPANYA	+34 933253091						
Restaurant Marisqueria La Caleta de Sants	Ctra Bordeta 54	Sants-Montjuïc	08014	BARCELONA	ESPANYA	+34 934260432	+34 934252058	http://www.lacaletadesants.com	lacaleta@lacaletadesants.com			
Restaurant Bar Souto 2	Nicaragua 139-141	Les Corts	08029	BARCELONA	ESPANYA	+34 933210858						
Bar McDonald's - Port Olimpic	Moll Mestral 20	Sant Martí	08005	BARCELONA	ESPANYA	+34 932253390	+34 932253715	http://www.mcdonalds.es				
Restaurant Vivanda	Carrer Major de Sarrià 134	Sarrià-Sant Gervasi	08017	BARCELONA	ESPANYA	+34 932031918	+34 932054717					
Restaurant El Rebost Ibèric - Fígols	Carrer Fígols 15-17	Les Corts	08028	BARCELONA	ESPANYA	+34 934911893						
Restaurant Casa Amàlia	Ptge Mercat 14 bxs	Eixample	08009	BARCELONA	ESPANYA	+34 934589458						
Restaurant Xinès Shanghai	Carrer Bisbe Sivilla 48	Sarrià-Sant Gervasi	08022	BARCELONA	ESPANYA	+34 932118791	+34 932118791		shangai@patopekin.com			
Bar Restaurant Can Canyes	Carrer Llull 394	Sant Martí	08019	BARCELONA	ESPANYA	+34 932664609						
Restaurant Vascelum	Pl Santa Maria 4	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 933190167						
Bar Montevideo	Constitució 0103 Baix 03	Sants-Montjuïc	08014	BARCELONA	ESPANYA	+34 933321006			fb4936@teleline.es			
Snack Bar Cerveseria Restaurant Marbel	Pg Sant Joan 66	Eixample	08009	BARCELONA	ESPANYA	+34 932459907						
Restaurant Trébol	Carrer Bordeus 13	Les Corts	08029	BARCELONA	ESPANYA	+34 934309105						
Bar Carmel	Buïgas 0026	Sarrià-Sant Gervasi	08017	BARCELONA	ESPANYA	+34 932047358						
Restaurant Telepizza - Cantàbria	Carrer Cantàbria 1	Sant Martí	08020	BARCELONA	ESPANYA	+34 932782292	+34 933057503					
Restaurant Granja Monforte	Ample 0053	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933151664						
Restaurant Rincón Mexicano	Carrer Alfons XII 76	Sarrià-Sant Gervasi	08006	BARCELONA	ESPANYA	+34 934150495						
Restaurant   La Llossa	Roger de Llúria 24	Eixample	08010	BARCELONA	ESPANYA	+34 934125983	+34 933011812					
Bar Café del Born Nou	Pl Comercial 10	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 932683272						
Bar Zúrich - El Triangle	Pelai 39	Eixample	08001	BARCELONA	ESPANYA	+34 933179153						
Bar Floresta	Pujades 187	Sant Martí	08005	BARCELONA	ESPANYA	+34 933095004						
Restaurant  Cocteleria Belvedere	Ptge Mercader 3	Eixample	08008	BARCELONA	ESPANYA	+34 932159088						
Cafeteria-gelateria Mozart	Moscou 0024	Sant Martí	08005	BARCELONA	ESPANYA	+34 932212981						
Bar Cervecería Restaurant Lesseps	Carrer Torrent de l'Olla 226	Gràcia	08012	BARCELONA	ESPANYA	+34 932179785						
Bar Restaurant La Sangría	Comtes de Bell-lloc 186	Les Corts	08014	BARCELONA	ESPANYA	+34 934903408						
Restaurant La Dolça	Carrer Europa 19 bxs	Les Corts	08028	BARCELONA	ESPANYA	+34 934104063						
Restaurant Casa Pardo Marcelino	Carrer Villarroel 93	Eixample	08011	BARCELONA	ESPANYA	+34 934533164						
Restaurant Marcelino - Consell de Cent	Carrer Consell de Cent 236	Eixample	08011	BARCELONA	ESPANYA	+34 934531072						
Restaurant Marcelino - Diputacio	Carrer Diputació 350	Eixample	08013	BARCELONA	ESPANYA	+34 932329806						
Restaurant La Farola de la Grotta	Carrer Camp 38	Sarrià-Sant Gervasi	08022	BARCELONA	ESPANYA	+34 932116741						
Restaurant La Grotta Trattoria	Carrer Camp 32	Sarrià-Sant Gervasi	08022	BARCELONA	ESPANYA	+34 932111071						
Restaurant Peru	Pg J Borbó Comte Barcelona 10	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 933103709	+34 933105327		marinafolchbcn@hotmail.com			
Restaurant Amir de Nit	Pl Sol 2	Gràcia	08012	BARCELONA	ESPANYA	+34 932185121						
Restaurant Cerveseria Virgin	Carrer Diputació 233	Eixample	08007	BARCELONA	ESPANYA	+34 934876034						
Restaurant Glub	G.V. Carles III 105	Les Corts	08028	BARCELONA	ESPANYA	+34 934903048	+34 934907655					
Bar Restaurant Cervantes	Carrer Cervantes 7	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933173384						
Cerveseria El Vaso de Oro	Carrer Balboa 7	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 933193098						
Bar Restaurant Las Tres Torres	Via Augusta 276	Sarrià-Sant Gervasi	08017	BARCELONA	ESPANYA	+34 932802019						
Bar Restaurant El Salón	Carrer Hostal d'en Sol 6-8	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933152159		http://www.elsalon.net				
Restaurant Rincón Mejicano	Carrer Alfons XII 94	Sarrià-Sant Gervasi	08006	BARCELONA	ESPANYA	+34 934144515						
Bar Restaurant Try Line	Carrer Diputació 26	Eixample	08015	BARCELONA	ESPANYA	+34 933255192						
Restaurant Cantina Mexicana I	Carrer Encarnació 51	Gràcia	08024	BARCELONA	ESPANYA	+34 932106805						
Bar Cafeteria Sam	Tavern 37	Sarrià-Sant Gervasi	08006	BARCELONA	ESPANYA	+34 934145986						
Restaurant Burgalés	Pacífic 53	Sant Andreu	08027	BARCELONA	ESPANYA	+34 933499061						
Restaurant l'Antic Bocoi del Gotic	Bda Viladecols 3	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933105067						
Bar-Cafeteria-Flo	Pl Camp 0002	Sarrià-Sant Gervasi	08022	BARCELONA	ESPANYA	+34 934178644						
Restaurant Xinès Gràcia	Av Paral.lel 32-34	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 934425527						
Bar Restaurant La Ginesta	Carrer Jovellanos 3	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 933174044						
Bar Restaurant Kentucky Fried Chicken - Paral.lel	Av Paral.lel 83	Sants-Montjuïc	08004	BARCELONA	ESPANYA	+34 934432485						
ALAC SL	Av Madrid 0198	Sants-Montjuïc	08028	BARCELONA	ESPANYA	+34 934903582						
Restaurant Alba - Paris	Carrer París 168	Eixample	08036	BARCELONA	ESPANYA	+34 934309119						
Bar Restaurant Montaña	Rbla Muntanya 23	Horta-Guinardó	08041	BARCELONA	ESPANYA	+34 933521365						
Restaurant Japonès Shojiro	Carrer Ros de Olano 11	Gràcia	08012	BARCELONA	ESPANYA	+34 934156548						
Bar Cafeteries Ola Ola	Carrer Aribau 143	Eixample	08036	BARCELONA	ESPANYA	+34 934308009						
Bar Restaurant Txakolin	Av Marquès de l'Argentera 19 bxs	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 932681781						
Bar Restaurant Can Gaspar	Carrer Galileu 245	Les Corts	08028	BARCELONA	ESPANYA	+34 933305948						
Jamaica Coffee Shop - Rda Universitat	Rda Universitat 3	Eixample	08007	BARCELONA	ESPANYA	+34 932701345		http://www.jamaicacoffeeshop.es				
Bar Siete de Julio	Pg Sant Joan 31	Eixample	08010	BARCELONA	ESPANYA	+34 932315928						
Bar Restaurant Xasomo 2003	Carrer Ciudad Real 3	Gràcia	08012	BARCELONA	ESPANYA	+34 932105703						
Bar Restaurant Nervion	Carrer Biscaia 334-336	Sant Andreu	08027	BARCELONA	ESPANYA							
Restaurant Sabor de Aragón	Carrer Joaquín Costa 53	Ciutat Vella	08001	BARCELONA	ESPANYA							
Bar Restaurant Brisas	Carrer Provença 61	Eixample	08029	BARCELONA	ESPANYA	+34 934195368						
Restaurant Miquetes Màgiques	Carrer Trobador 20	Horta-Guinardó	08041	BARCELONA	ESPANYA	+34 934363034		http://www.miquetes.net				
Restaurant Sibarit	Carrer Aribau 65	Eixample	08011	BARCELONA	ESPANYA	+34 934539303						
Restaurant La Crema	Diputació 189	Eixample	08011	BARCELONA	ESPANYA	+34 934541589						
Bar Restaurant O'Faro	Carrer Rosselló 136	Eixample	08036	BARCELONA	ESPANYA	+34 934531101						
Restaurant Xinès Mandarin-1	Av Diagonal 515	Les Corts	08029	BARCELONA	ESPANYA	+34 934398382		http://www.mandarinbarcelona.com				
Restaurant  Xinès Long Fong	Carrer Calvet 50	Sarrià-Sant Gervasi	08021	BARCELONA	ESPANYA	+34 932099320						
Restaurant San Agustín	Pl Sant Agustí Vell 6	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 933190337						
Bar Queimada-Nivel Q	Carrer Independència 323	Sant Martí	08026	BARCELONA	ESPANYA	+34 934553016						
Restaurant Xarcuteria Valentin	Carrer Diputació 301	Eixample	08009	BARCELONA	ESPANYA	+34 934872372						
Cerveceria d'Or	Pelai 12	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 933026947						
Restaurant Il Mercante di Venezia	Carrer Josep Anselm Clavé 11	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933171828	+34 933187072					
Restaurant Los Pajaritos	Carrer Muntanya 94	Sant Martí	08026	BARCELONA	ESPANYA	+34 934353157	+34 934353157					
Cafeteria Lincoln 17	Lincoln 0017	Sarrià-Sant Gervasi	08006	BARCELONA	ESPANYA	+34 932178239						
Restaurant Cafeteria Casa Luis	G.V. Corts Catalanes 552	Eixample	08011	BARCELONA	ESPANYA	+34 934534632						
Bar Can Lluís	Torrent de l'Olla 0121	Gràcia	08012	BARCELONA	ESPANYA	+34 932172163						
Bar La Parada	Carrer Comte d'Urgell 153	Eixample	08036	BARCELONA	ESPANYA	+34 934538487						
Restaurant Cafeteria Palermo	Carrer Roger de Llúria 100	Eixample	08037	BARCELONA	ESPANYA	+34 934582408						
Bar Restaurant la Gardunya	Carrer Jerusalem 18	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 933024323	+34 933024344	http://www.lagardunya.com	restaurant@lagardunya.com			
Restaurant La Cueva del Tío Jesús	Escòcia 5	Nou Barris	08016	BARCELONA	ESPANYA	+34 933499040						
Bar Restaurant Veracruz	Mallorca 321	Eixample	08037	BARCELONA	ESPANYA	+34 932074482						
Restaurant Little Italy -  Rec	Carrer Rec 30	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 933197973						
Restaurant Bonaire	Carrer Buenos Aires 48	Eixample	08036	BARCELONA	ESPANYA	+34 934109867						
Granja Restaurant La Tassa	Carrer Comtes de Bell-lloc 118	Sants-Montjuïc	08014	BARCELONA	ESPANYA							
Il Caffe di Francesco - Pau Claris	Pau Claris 75	Eixample	08010	BARCELONA	ESPANYA	+34 934126011						
Restaurant El Celler dels Avis	Carrer Liuva 47	Sant Andreu	08030	BARCELONA	ESPANYA	+34 933453647	+34 933453647					
Restaurant Tutto Pasta	Carrer Santjoanistes 28	Sarrià-Sant Gervasi	08006	BARCELONA	ESPANYA	+34 932005541						
Restaurant Petit Mercat	Carrer Santaló 153	Sarrià-Sant Gervasi	08021	BARCELONA	ESPANYA							
Restaurant Harrison Foc	Pl Tetuan 14	Eixample	08010	BARCELONA	ESPANYA	+34 932657246	+34 932657662		harrison@harrisonrestaurant.com			
Restaurant Entre Londres y Paris	Carrer Casanova 167	Eixample	08036	BARCELONA	ESPANYA	+34 934309030	+34 934309030		entrelondresyparis@hotmail.com			
Restaurant El Jaguar	Emèrita Augusta 10	Les Corts	08028	BARCELONA	ESPANYA	+34 933306313						
Restaurant Braseria La Llosa	Carrer Enric Granados 108	Eixample	08008	BARCELONA	ESPANYA	+34 932171069						
Restaurant Ciao Pizzeria	Carrer Tenor Masini 16	Sants-Montjuïc	08028	BARCELONA	ESPANYA	+34 933301028		http://www.pizzeriaciao.net				
Restaurant El Safareig	Carrer Taulat 42 Bxs	Sant Martí	08005	BARCELONA	ESPANYA	+34 932252403						
Restaurant Asador de Ariza	G.V. Corts Catalanes 1075-1077	Sant Martí	08020	BARCELONA	ESPANYA	+34 933148519						
Bar Restaurant Compostela	Dos de Maig 274	Sant Martí	08025	BARCELONA	ESPANYA	+34 934556114						
Restaurant Windsor	Carrer Còrsega 286	Eixample	08008	BARCELONA	ESPANYA	+34 934158483	+34 932377588	http://www.restaurantwindsor.com	info@restaurantwindsor.com	+34 932386608		
Restaurant El Mussol - Avinguda Diagonal	Av Diagonal 488	Sarrià-Sant Gervasi	08006	BARCELONA	ESPANYA	+34 934161553	+34 934155749		amg@amgrup.com			
Bar Aulazero	Pg Santa Eulàlia 25	Sarrià-Sant Gervasi	08017	BARCELONA	ESPANYA	+34 935971313		http://www.aulazero.com				
Borne 18	Pg Born 18	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 933193612						
Bar Bon-Sarri	Av Diagonal 477	Eixample	08036	BARCELONA	ESPANYA	+34 934392939						
Restaurant La Moreneta	Carrer Consell de Cent 401	Eixample	08009	BARCELONA	ESPANYA	+34 932312726						
Restaurant Maestrazgo	Carrer Indústria 124	Eixample	08025	BARCELONA	ESPANYA	+34 933474696						
Bar Restaurant La Parrillada	Carrer Foneria 37	Sants-Montjuïc	08038	BARCELONA	ESPANYA	+34 934219388						
Bar Restaurant Panchito - Madrazo	Carrer Madrazo 135	Sarrià-Sant Gervasi	08021	BARCELONA	ESPANYA	+34 932094146		http://www.panchito.com				
Botiga del Te i Cafè S.L.	Pl Doctor Letamendi 30-33	Eixample	08007	BARCELONA	ESPANYA	+34 934541675						
Restaurant Farigola	Carrer Llull 169	Sant Martí	08005	BARCELONA	ESPANYA	+34 933097887						
Restaurant La Yaya Amelia - Sardenya	Carrer Sardenya 364	Eixample	08025	BARCELONA	ESPANYA	+34 934564573						
Bar La Playa	Carrer Comte de Santa Clara 81	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 932216564	+34 932215027					
Restaurant  Fontana	Carrer Gran de Gràcia 180 Baix	Gràcia	08012	BARCELONA	ESPANYA	+34 932189389						
Cafeteria Restaurant Cafè de l'Òpera	Carrer la Rambla 74	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933024180	+34 933177585			+34 933024032		
Bar El Vermutito	Carrer Mallorca 211	Eixample	08008	BARCELONA	ESPANYA	+34 934531023						
Restaurant Xinès Confucio 2	Pelai 5	Eixample	08001	BARCELONA	ESPANYA	+34 933188030	+34 933014585					
Cafeteria Il Capriccio del Caffe	Comte Borrell 51	Eixample	08015	BARCELONA	ESPANYA	+34 934429246						
Restaurant cafeteria La Mossegada	G.V. Corts Catalanes 1040	Sant Martí	08020	BARCELONA	ESPANYA	+34 933030058						
Restaurant Taberna Telesforo	Vallespir 184	Les Corts	08014	BARCELONA	ESPANYA	+34 934905302	+34 934905302					
Restaurant Xinès Catalunya	Av Madrid 100	Sants-Montjuïc	08028	BARCELONA	ESPANYA	+34 934915066						
Restaurant Namasté-Entença	Carrer Entença 137	Eixample	08015	BARCELONA	ESPANYA	+34 932261919	+34 933458065	http://www.restaurantehindunamaste.com				
Restaurant l'Ametller	Carrer Pau Claris 155	Eixample	08009	BARCELONA	ESPANYA	+34 932154405	+34 932154405					
Restaurant Arketipus	Carrer Comte d'Urgell 280	Eixample	08036	BARCELONA	ESPANYA	+34 934104300						
Restaurant Cafeteria Girac	Carrer Mallorca 272	Eixample	08037	BARCELONA	ESPANYA	+34 932158538						
Restaurant Café de Madeira	Av Paral.lel 169	Sants-Montjuïc	08004	BARCELONA	ESPANYA	+34 933253938						
Restaurant El Caseron	Berlín 71	Les Corts	08029	BARCELONA	ESPANYA	+34 934109680						
Charlot Cafe	Aribau 67	Eixample	08011	BARCELONA	ESPANYA	+34 934511565	+34 933499899		charlotcafe@hotmail.com			
Sandwicheria Atlas	Carrer Còrsega 339	Gràcia	08037	BARCELONA	ESPANYA	+34 932181784						
Restaurant La Sirena Verde	Carrer Indústria 16	Gràcia	08037	BARCELONA	ESPANYA	+34 934762317						
Restaurant La Concordia	Deu i Mata 24	Les Corts	08014	BARCELONA	ESPANYA	+34 934196412						
Restaurant Theseo	Carrer Comte Borrell 119	Eixample	08015	BARCELONA	ESPANYA	+34 934538796	+34 934538796					
Restaurant El Magatzem del Port - Palau de Mar	Pl Pau Vila 1	Ciutat Vella	08039	BARCELONA	ESPANYA	+34 932210631	+34 932213334					
Bar Can Manel	Mogent 0006	Sant Martí	08019	BARCELONA	ESPANYA	+34 933053801						
Restaurant El Bufet Verd	Carrer Roger de Llúria 134 bxs	Eixample	08037	BARCELONA	ESPANYA	+34 934570684						
Bar Restaurant Sas	Carrer Sas 30	Sant Andreu	08030	BARCELONA	ESPANYA	+34 933458047						
Restaurant La Llesca de Bailèn	Carrer Bailèn 31 bxs	Eixample	08010	BARCELONA	ESPANYA	+34 932654504	+34 932654696					
Pizzeria Le Due Bimbe	Carrer Aribau 308	Sarrià-Sant Gervasi	08006	BARCELONA	ESPANYA	+34 932005072						
Jamaica Coffee Shop - Diagonal Mar	Av Diagonal 33-35 2n	Sant Martí	08019	BARCELONA	ESPANYA	+34 933562495		http://www.jamaicacoffeeshop.es				
Restaurant Fresc  Co - Ronda Universitat	Rda Universitat 29	Eixample	08007	BARCELONA	ESPANYA	+34 933016837	+34 934120429	http://www.frescco.com	frescco@frescco.com			
Restaurant La Moguda	Carrer Mallorca 197	Eixample	08036	BARCELONA	ESPANYA	+34 934533260						
Restaurant Salterio	Carrer Sant Domènec del Call 4	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933025028			salteiroteteria@gmail.com			
Restaurant Citrus	Pg Gràcia 44 1	Eixample	08007	BARCELONA	ESPANYA	+34 934872345	+34 934872368	http://www.angrup.com				
Restaurant Can Pep	Carrer Muntaner 124	Eixample	08036	BARCELONA	ESPANYA	+34 933230155						
Restaurant Ca La Teresa	Carrer Llenguadoc 48	Sant Andreu	08030	BARCELONA	ESPANYA	+34 933113012						
Restaurant Ugarit Born	Carrer Comerç 29	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 933100873	+34 932131055					
Restaurant Ideal Collserola	Camí V Sta Creu Olorda Vall 18	Sarrià-Sant Gervasi	08017	BARCELONA	ESPANYA	+34 934069029	+34 934068134	http://www.idealrestaurant.com	idealrestaurant@idealrestaurant.com			
Restaurant Marina Moncho's	Carrer Marina 19-21	Ciutat Vella	08005	BARCELONA	ESPANYA	+34 932211514	+34 932211516	http://www.monchos.com	marina@monchos.com			
Bar Restaurant Ca la Flauta	Carrer Vallmajor 33	Sarrià-Sant Gervasi	08021	BARCELONA	ESPANYA	+34 934145809	+34 934143267	http://www.paginasamarillas.com/calaflauta				
Restaurant Andalusia	Av Meridiana 30	Sant Martí	08018	BARCELONA	ESPANYA	+34 933006662	+34 933006568					
Restaurant Maxim	Diputació 0101	Eixample	08015	BARCELONA	ESPANYA	+34 934515971						
Bar Can Codina	Carrer Torrent de l'Olla 20	Gràcia	08012	BARCELONA	ESPANYA	+34 934574413						
Restaurant Casa de los Navarros	Pg Maragall 375	Horta-Guinardó	08032	BARCELONA	ESPANYA	+34 934293048	+34 934204591	http://www.rcnavarros.com	info@rcnavarros.com	+34 934204806	rcnavarros@terra.es	
Bar Restaurant Los Cachitos	Rda Sant Pau 4	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 933292811	+34 933292811					
Restaurant Trattoria Pizzeria Piccola Italia - Maremàgnum	Moll Espanya 5-6	Ciutat Vella	08039	BARCELONA	ESPANYA	+34 932258034	+34 932258034					
Restaurant El 9 de Passeig de Gràcia	Pg Gràcia 9	Eixample	08007	BARCELONA	ESPANYA	+34 933020275	+34 934127689					
Bar Nervión	Princesa 2	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 933152103						
Restaurant Xinès Yao Yuan	Fígols 34	Les Corts	08028	BARCELONA	ESPANYA	+34 933397214						
Bar La Tertulia	Artesania 88	Nou Barris	08031	BARCELONA	ESPANYA	+34 933538220						
Bar Restaurant Cal Canti	Maria Barrientos 5	Les Corts	08028	BARCELONA	ESPANYA	+34 934110950						
Restaurant Casa Nostra	Carrer Parlament 1 Baix	Eixample	08015	BARCELONA	ESPANYA	+34 933252730						
Restaurant Nerea	Gelabert 17	Les Corts	08029	BARCELONA	ESPANYA	+34 934300134						
Restaurant Mesón Paris	Carrer París 175 bxs	Eixample	08036	BARCELONA	ESPANYA	+34 932012942						
Restaurant Viena - Pelai	Carrer Pelai 16	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 933170600	+34 937450773	http://www.viena.es		+34 937457248		
Bar Restaurant Luz	Carrer Violant Hongria Rna Aragó 169	Sants-Montjuïc	08014	BARCELONA	ESPANYA	+34 933300637						
Restaurant Pizza Austral	Carrer Cartagena 204	Eixample	08013	BARCELONA	ESPANYA	+34 932320605	+34 932454112					
Restaurant El Triangle de les Corts	Carrer Marquès de Sentmenat 26	Les Corts	08014	BARCELONA	ESPANYA	+34 934908602						
Restaurant Madrid Barcelona-Ca La Sila	Carrer Aragó 282	Eixample	08007	BARCELONA	ESPANYA	+34 932157027						
Restaurant Du Zurdo	Pg Valldaura 166	Nou Barris	08042	BARCELONA	ESPANYA	+34 934277995						
Bar Restaurant Taverna de Sants	Carrer Comtes de Bell-lloc 97	Sants-Montjuïc	08014	BARCELONA	ESPANYA	+34 934906323						
Bar Copas Papis	Comte d'Urgell 0150	Eixample	08036	BARCELONA	ESPANYA	+34 933234623						
Don Sandwich - Fígols	Carrer Fígols 38	Les Corts	08028	BARCELONA	ESPANYA	+34 934913245						
La Antiga Vinya	Av Paral.lel 127	Sants-Montjuïc	08004	BARCELONA	ESPANYA	+34 933254657						
Bar Hooka Lounge	Cera 0023	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 934430434						
Restaurant El Rincón Maya	Carrer València 183	Eixample	08011	BARCELONA	ESPANYA	+34 934513946						
Restaurant Don Picantón	Carrer Sardenya 74	Sant Martí	08005	BARCELONA	ESPANYA	+34 933002759	+34 934852919					
Restaurant Dionisos - València	Carrer València 112	Eixample	08015	BARCELONA	ESPANYA	+34 932260049		http://www.dionisos.ws				
Bar Restaurant La Colla	Carrer Art 8	Horta-Guinardó	08041	BARCELONA	ESPANYA	+34 933514209						
Jamaica Coffee Shop - Via Laietana	Via Laietana 54	Ciutat Vella	08003	BARCELONA	ESPANYA			http://www.jamaicacoffeeshop.es				
Restaurant Maur	Carrer Comte d'Urgell 9 bxs	Eixample	08011	BARCELONA	ESPANYA	+34 934239829		http://www.restaurantmaur.com				
Restaurant Villa Zapata	Carrer Major de Sarrià 72	Sarrià-Sant Gervasi	08017	BARCELONA	ESPANYA	+34 932037620						
Restaurant Casa Begoña	Trav Corts 0190-0192	Les Corts	08028	BARCELONA	ESPANYA	+34 934901051						
Panet Farcit	Tordera 52	Gràcia	08012	BARCELONA	ESPANYA	+34 934585769						
Restaurant Lido	G.V. Corts Catalanes 560 bxs	Eixample	08011	BARCELONA	ESPANYA	+34 934531177						
Bar Monica	Carrer Font Honrada 14	Sants-Montjuïc	08004	BARCELONA	ESPANYA	+34 933251742						
Restaurant Braseria El Manjar de las Brasas	Carrer Lleida 19	Sants-Montjuïc	08004	BARCELONA	ESPANYA	+34 933255875						
Cerveseria Restaurant Antic Olímpic	Via Laietana 71	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 933014748	+34 934125354					
Restaurant Tasca i Vins - Cardenal Tedeschini	Carrer Cardenal Tedeschini 32	Sant Andreu	08027	BARCELONA	ESPANYA	+34 934082739	+34 934082739					
Bar Restaurant El Cau del Call	Carrer Call 26	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933178276						
Restaurant Can Xus	Carrer Horta 41	Horta-Guinardó	08031	BARCELONA	ESPANYA	+34 934204552						
Restaurant El Convent	Carrer Jerusalem 3	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 933171052	+34 933023112	http://www.elconvent.com				
Restaurant Casa Julio	Garrofers 65-67	Nou Barris	08016	BARCELONA	ESPANYA	+34 933543368						
